rowid,lujvo,lujvo_parsed,lujvo_for_split,lujvo_sequence,lujvo_len
17407,toltce,tol-tce,tol,0,2
17408,toltce,tol-tce,tce,1,2
17409,toltceju'o,tol-tce-ju'o,tol,0,3
17410,toltceju'o,tol-tce-ju'o,tce,1,3
17411,toltceju'o,tol-tce-ju'o,ju'o,2,3
17412,tolte'a,tol-te'a,tol,0,2
17413,tolte'a,tol-te'a,te'a,1,2
17414,tolte'i,tol-te'i,tol,0,2
17415,tolte'i,tol-te'i,te'i,1,2
17416,tolte'igau,tol-te'i-gau,tol,0,3
17417,tolte'igau,tol-te'i-gau,te'i,1,3
17418,tolte'igau,tol-te'i-gau,gau,2,3
17419,tolterbasna,tol-ter-basna,tol,0,3
17420,tolterbasna,tol-ter-basna,ter,1,3
17421,tolterbasna,tol-ter-basna,basna,2,3
17422,tolterju'o,tol-ter-ju'o,tol,0,3
17423,tolterju'o,tol-ter-ju'o,ter,1,3
17424,tolterju'o,tol-ter-ju'o,ju'o,2,3
17425,tolterli'a,tol-ter-li'a,tol,0,3
17426,tolterli'a,tol-ter-li'a,ter,1,3
17427,tolterli'a,tol-ter-li'a,li'a,2,3
17428,toltiljvo,tol-til-jvo,tol,0,3
17429,toltiljvo,tol-til-jvo,til,1,3
17430,toltiljvo,tol-til-jvo,jvo,2,3
17431,toltinbe,tol-tinbe,tol,0,2
17432,toltinbe,tol-tinbe,tinbe,1,2
17433,toltsa,tol-tsa,tol,0,2
17434,toltsa,tol-tsa,tsa,1,2
17435,toltu'i,tol-tu'i,tol,0,2
17436,toltu'i,tol-tu'i,tu'i,1,2
17437,tolvai,tol-vai,tol,0,2
17438,tolvai,tol-vai,vai,1,2
17439,tolvaimlu,tol-vai-mlu,tol,0,3
17440,tolvaimlu,tol-vai-mlu,vai,1,3
17441,tolvaimlu,tol-vai-mlu,mlu,2,3
17442,tolvaipante,tol-vai-pante,tol,0,3
17443,tolvaipante,tol-vai-pante,vai,1,3
17444,tolvaipante,tol-vai-pante,pante,2,3
17445,tolvaitoltugnei,tol-vai-tol-tug-nei,tol,0,5
17446,tolvaitoltugnei,tol-vai-tol-tug-nei,vai,1,5
17447,tolvaitoltugnei,tol-vai-tol-tug-nei,tol,2,5
17448,tolvaitoltugnei,tol-vai-tol-tug-nei,tug,3,5
17449,tolvaitoltugnei,tol-vai-tol-tug-nei,nei,4,5
17450,tolvi'a,tol-vi'a,tol,0,2
17451,tolvi'a,tol-vi'a,vi'a,1,2
17452,tolvi'o,tol-vi'o,tol,0,2
17453,tolvi'o,tol-vi'o,vi'o,1,2
17454,tolvifne,tol-vifne,tol,0,2
17455,tolvifne,tol-vifne,vifne,1,2
17456,tolvlile,tol-vlile,tol,0,2
17457,tolvlile,tol-vlile,vlile,1,2
17458,tolvri,tol-vri,tol,0,2
17459,tolvri,tol-vri,vri,1,2
17460,tolvu'e,tol-vu'e,tol,0,2
17461,tolvu'e,tol-vu'e,vu'e,1,2
17462,tolxanri,tol-xanri,tol,0,2
17463,tolxanri,tol-xanri,xanri,1,2
17464,tolxau,tol-xau,tol,0,2
17465,tolxau,tol-xau,xau,1,2
17466,tolxaurai,tol-xau-rai,tol,0,3
17467,tolxaurai,tol-xau-rai,xau,1,3
17468,tolxaurai,tol-xau-rai,rai,2,3
17469,tolxautcetce,tol-xau-tce-tce,tol,0,4
17470,tolxautcetce,tol-xau-tce-tce,xau,1,4
17471,tolxautcetce,tol-xau-tce-tce,tce,2,4
17472,tolxautcetce,tol-xau-tce-tce,tce,3,4
17473,tolxu'a,tol-xu'a,tol,0,2
17474,tolxu'a,tol-xu'a,xu'a,1,2
17475,tolyla'a,tol-la'a,tol,0,2
17476,tolyla'a,tol-la'a,la'a,1,2
17477,tolyla'e,tol-la'e,tol,0,2
17478,tolyla'e,tol-la'e,la'e,1,2
17479,tolylau,tol-lau,tol,0,2
17480,tolylau,tol-lau,lau,1,2
17481,tolylaugau,tol-lau-gau,tol,0,3
17482,tolylaugau,tol-lau-gau,lau,1,3
17483,tolylaugau,tol-lau-gau,gau,2,3
17484,tolylazni,tol-lazni,tol,0,2
17485,tolylazni,tol-lazni,lazni,1,2
17486,tolyli'a,tol-li'a,tol,0,2
17487,tolyli'a,tol-li'a,li'a,1,2
17488,tolza'i,tol-za'i,tol,0,2
17489,tolza'i,tol-za'i,za'i,1,2
17490,tolzau,tol-zau,tol,0,2
17491,tolzau,tol-zau,zau,1,2
17492,tolzaupai,tol-zau-pai,tol,0,3
17493,tolzaupai,tol-zau-pai,zau,1,3
17494,tolzaupai,tol-zau-pai,pai,2,3
17495,tolzba,tol-zba,tol,0,2
17496,tolzba,tol-zba,zba,1,2
17497,tolzdi,tol-zdi,tol,0,2
17498,tolzdi,tol-zdi,zdi,1,2
17499,tolzga,tol-zga,tol,0,2
17500,tolzga,tol-zga,zga,1,2
17501,tolzi'e,tol-zi'e,tol,0,2
17502,tolzi'e,tol-zi'e,zi'e,1,2
17503,tolzi'u,tol-zi'u,tol,0,2
17504,tolzi'u,tol-zi'u,zi'u,1,2
17505,tolzva,tol-zva,tol,0,2
17506,tolzva,tol-zva,zva,1,2
17507,tondri,ton-dri,ton,0,2
17508,tondri,ton-dri,dri,1,2
17509,tondro,ton-dro,ton,0,2
17510,tondro,ton-dro,dro,1,2
17511,tongaigau,ton-gai-gau,ton,0,3
17512,tongaigau,ton-gai-gau,gai,1,3
17513,tongaigau,ton-gai-gau,gau,2,3
17514,tonkoi,ton-koi,ton,0,2
17515,tonkoi,ton-koi,koi,1,2
17516,torcla,tor-cla,tor,0,2
17517,torcla,tor-cla,cla,1,2
17518,torclu,tor-clu,tor,0,2
17519,torclu,tor-clu,clu,1,2
17520,torcrida,tor-crida,tor,0,2
17521,torcrida,tor-crida,crida,1,2
17522,tordakyxa'i,tor-dak-xa'i,tor,0,3
17523,tordakyxa'i,tor-dak-xa'i,dak,1,3
17524,tordakyxa'i,tor-dak-xa'i,xa'i,2,3
17525,tordakyxa'i,tor-dak-xa'i,tor,0,3
17526,tordakyxa'i,tor-dak-xa'i,dak,1,3
17527,tordakyxa'i,tor-dak-xa'i,xa'i,2,3
17528,torfra,tor-fra,tor,0,2
17529,torfra,tor-fra,fra,1,2
17530,torga'axa'i,tor-ga'a-xa'i,tor,0,3
17531,torga'axa'i,tor-ga'a-xa'i,ga'a,1,3
17532,torga'axa'i,tor-ga'a-xa'i,xa'i,2,3
17533,torga'axa'i,tor-ga'a-xa'i,tor,0,3
17534,torga'axa'i,tor-ga'a-xa'i,ga'a,1,3
17535,torga'axa'i,tor-ga'a-xa'i,xa'i,2,3
17536,torgau,tor-gau,tor,0,2
17537,torgau,tor-gau,gau,1,2
17538,tormau,tor-mau,tor,0,2
17539,tormau,tor-mau,mau,1,2
17540,tornunkruca,tor-nun-kruca,tor,0,3
17541,tornunkruca,tor-nun-kruca,nun,1,3
17542,tornunkruca,tor-nun-kruca,kruca,2,3
17543,torselsku,tor-sel-sku,tor,0,3
17544,torselsku,tor-sel-sku,sel,1,3
17545,torselsku,tor-sel-sku,sku,2,3
17546,tortei,tor-tei,tor,0,2
17547,tortei,tor-tei,tei,1,2
17548,torvri,tor-vri,tor,0,2
17549,torvri,tor-vri,vri,1,2
17550,toryrai,tor-rai,tor,0,2
17551,toryrai,tor-rai,rai,1,2
17552,toryre'a,tor-re'a,tor,0,2
17553,toryre'a,tor-re'a,re'a,1,2
17554,trabra,tra-bra,tra,0,2
17555,trabra,tra-bra,bra,1,2
17556,tracta,tra-cta,tra,0,2
17557,tracta,tra-cta,cta,1,2
17558,tractacte,tra-cta-cte,tra,0,3
17559,tractacte,tra-cta-cte,cta,1,3
17560,tractacte,tra-cta-cte,cte,2,3
17561,tracto,tra-cto,tra,0,2
17562,tracto,tra-cto,cto,1,2
17563,trafla,tra-fla,tra,0,2
17564,trafla,tra-fla,fla,1,2
17565,trafre,tra-fre,tra,0,2
17566,trafre,tra-fre,fre,1,2
17567,tamju'o,tam-ju'o,tam,0,2
17568,tamju'o,tam-ju'o,ju'o,1,2
17569,tramau,tra-mau,tra,0,2
17570,tramau,tra-mau,mau,1,2
17571,tramo'a,tra-mo'a,tra,0,2
17572,tramo'a,tra-mo'a,mo'a,1,2
17573,tamtadji,tam-tadji,tam,0,2
17574,tamtadji,tam-tadji,tadji,1,2
17575,tratoi,tra-toi,tra,0,2
17576,tratoi,tra-toi,toi,1,2
17577,tratygarna,trat-garna,trat,0,2
17578,tratygarna,trat-garna,garna,1,2
17579,tratykre,trat-kre,trat,0,2
17580,tratykre,trat-kre,kre,1,2
17581,travizlei,tra-viz-lei,tra,0,3
17582,travizlei,tra-viz-lei,viz,1,3
17583,travizlei,tra-viz-lei,lei,2,3
17584,travle,tra-vle,tra,0,2
17585,travle,tra-vle,vle,1,2
17586,traxersku,tra-xer-sku,tra,0,3
17587,traxersku,tra-xer-sku,xer,1,3
17588,traxersku,tra-xer-sku,sku,2,3
17589,treci'u,tre-ci'u,tre,0,2
17590,treci'u,tre-ci'u,ci'u,1,2
17591,tredei,tre-dei,tre,0,2
17592,tredei,tre-dei,dei,1,2
17593,trega'a,tre-ga'a,tre,0,2
17594,trega'a,tre-ga'a,ga'a,1,2
17595,trekurfa,tre-kurfa,tre,0,2
17596,trekurfa,tre-kurfa,kurfa,1,2
17597,tremau,tre-mau,tre,0,2
17598,tremau,tre-mau,mau,1,2
17599,trenidyparbi,tre-nid-parbi,tre,0,3
17600,trenidyparbi,tre-nid-parbi,nid,1,3
17601,trenidyparbi,tre-nid-parbi,parbi,2,3
17602,trera'i,tre-ra'i,tre,0,2
17603,trera'i,tre-ra'i,ra'i,1,2
17604,treska,tre-ska,tre,0,2
17605,treska,tre-ska,ska,1,2
17606,trice'u,tri-ce'u,tri,0,2
17607,trice'u,tri-ce'u,ce'u,1,2
17608,tridamklu,tri-dam-klu,tri,0,3
17609,tridamklu,tri-dam-klu,dam,1,3
17610,tridamklu,tri-dam-klu,klu,2,3
17611,triju'a,tri-ju'a,tri,0,2
17612,triju'a,tri-ju'a,ju'a,1,2
17613,trimau,tri-mau,tri,0,2
17614,trimau,tri-mau,mau,1,2
17615,trimli,tri-mli,tri,0,2
17616,trimli,tri-mli,mli,1,2
17617,tripindi,tri-pindi,tri,0,2
17618,tripindi,tri-pindi,pindi,1,2
17619,trisi'u,tri-si'u,tri,0,2
17620,trisi'u,tri-si'u,si'u,1,2
17621,trista,tri-sta,tri,0,2
17622,trista,tri-sta,sta,1,2
17623,triste,tri-ste,tri,0,2
17624,triste,tri-ste,ste,1,2
17625,trite'o,tri-te'o,tri,0,2
17626,trite'o,tri-te'o,te'o,1,2
17627,tritra,tri-tra,tri,0,2
17628,tritra,tri-tra,tra,1,2
17629,troble,tro-ble,tro,0,2
17630,troble,tro-ble,ble,1,2
17631,trobri,tro-bri,tro,0,2
17632,trobri,tro-bri,bri,1,2
17633,trosko,tro-sko,tro,0,2
17634,trosko,tro-sko,sko,1,2
17635,trovli,tro-vli,tro,0,2
17636,trovli,tro-vli,vli,1,2
17637,trubi'o,tru-bi'o,tru,0,2
17638,trubi'o,tru-bi'o,bi'o,1,2
17639,truci'e,tru-ci'e,tru,0,2
17640,truci'e,tru-ci'e,ci'e,1,2
17641,trugri,tru-gri,tru,0,2
17642,trugri,tru-gri,gri,1,2
17643,truja'a,tru-ja'a,tru,0,2
17644,truja'a,tru-ja'a,ja'a,1,2
17645,trukamni,tru-kamni,tru,0,2
17646,trukamni,tru-kamni,kamni,1,2
17647,trurai,tru-rai,tru,0,2
17648,trurai,tru-rai,rai,1,2
17649,truraibe'a,tru-rai-be'a,tru,0,3
17650,truraibe'a,tru-rai-be'a,rai,1,3
17651,truraibe'a,tru-rai-be'a,be'a,2,3
17652,truspe,tru-spe,tru,0,2
17653,truspe,tru-spe,spe,1,2
17654,trusragri,tru-sra-gri,tru,0,3
17655,trusragri,tru-sra-gri,sra,1,3
17656,trusragri,tru-sra-gri,gri,2,3
17657,trustizu,tru-stizu,tru,0,2
17658,trustizu,tru-stizu,stizu,1,2
17659,trutsa,tru-tsa,tru,0,2
17660,trutsa,tru-tsa,tsa,1,2
17661,truzda,tru-zda,tru,0,2
17662,truzda,tru-zda,zda,1,2
17663,truzu'e,tru-zu'e,tru,0,2
17664,truzu'e,tru-zu'e,zu'e,1,2
17665,tsabi'e,tsa-bi'e,tsa,0,2
17666,tsabi'e,tsa-bi'e,bi'e,1,2
17667,tsabre,tsa-bre,tsa,0,2
17668,tsabre,tsa-bre,bre,1,2
17669,tsabu'u,tsa-bu'u,tsa,0,2
17670,tsabu'u,tsa-bu'u,bu'u,1,2
17671,tsacinla,tsa-cinla,tsa,0,2
17672,tsacinla,tsa-cinla,cinla,1,2
17673,tsacta,tsa-cta,tsa,0,2
17674,tsacta,tsa-cta,cta,1,2
17675,tsamau,tsa-mau,tsa,0,2
17676,tsamau,tsa-mau,mau,1,2
17677,tsame'a,tsa-me'a,tsa,0,2
17678,tsame'a,tsa-me'a,me'a,1,2
17679,tsapyvu'i,tsap-vu'i,tsap,0,2
17680,tsapyvu'i,tsap-vu'i,vu'i,1,2
17681,tsarai,tsa-rai,tsa,0,2
17682,tsarai,tsa-rai,rai,1,2
17683,tsaratki'i,tsa-rat-ki'i,tsa,0,3
17684,tsaratki'i,tsa-rat-ki'i,rat,1,3
17685,tsaratki'i,tsa-rat-ki'i,ki'i,2,3
17686,tsatra,tsa-tra,tsa,0,2
17687,tsatra,tsa-tra,tra,1,2
17688,tsaze'a,tsa-ze'a,tsa,0,2
17689,tsaze'a,tsa-ze'a,ze'a,1,2
17690,tsebi'o,tse-bi'o,tse,0,2
17691,tsebi'o,tse-bi'o,bi'o,1,2
17692,tsedze,tse-dze,tse,0,2
17693,tsedze,tse-dze,dze,1,2
17694,tsejbi,tse-jbi,tse,0,2
17695,tsejbi,tse-jbi,jbi,1,2
17696,tsekansa,tse-kansa,tse,0,2
17697,tsekansa,tse-kansa,kansa,1,2
17698,tsela'i,tse-la'i,tse,0,2
17699,tsela'i,tse-la'i,la'i,1,2
17700,tsespo,tse-spo,tse,0,2
17701,tsespo,tse-spo,spo,1,2
17702,tsifai,tsi-fai,tsi,0,2
17703,tsifai,tsi-fai,fai,1,2
17704,tsifaigau,tsi-fai-gau,tsi,0,3
17705,tsifaigau,tsi-fai-gau,fai,1,3
17706,tsifaigau,tsi-fai-gau,gau,2,3
17707,tsipe'a,tsi-pe'a,tsi,0,2
17708,tsipe'a,tsi-pe'a,pe'a,1,2
17709,tsipejgau,tsi-pej-gau,tsi,0,3
17710,tsipejgau,tsi-pej-gau,pej,1,3
17711,tsipejgau,tsi-pej-gau,gau,2,3
17712,tsise'a,tsi-se'a,tsi,0,2
17713,tsise'a,tsi-se'a,se'a,1,2
17714,tsispa,tsi-spa,tsi,0,2
17715,tsispa,tsi-spa,spa,1,2
17716,tsubu'u,tsu-bu'u,tsu,0,2
17717,tsubu'u,tsu-bu'u,bu'u,1,2
17718,tsudegji,tsu-degji,tsu,0,2
17719,tsudegji,tsu-degji,degji,1,2
17720,tsugrusi,tsu-grusi,tsu,0,2
17721,tsugrusi,tsu-grusi,grusi,1,2
17722,tsule'u,tsu-le'u,tsu,0,2
17723,tsule'u,tsu-le'u,le'u,1,2
17724,tsupre,tsu-pre,tsu,0,2
17725,tsupre,tsu-pre,pre,1,2
17726,tu'ucra,tu'u-cra,tu'u,0,2
17727,tu'ucra,tu'u-cra,cra,1,2
17728,tu'unre'e,tu'u-re'e,tu'u,0,2
17729,tu'unre'e,tu'u-re'e,re'e,1,2
17730,tu'urjesni,tu'u-jesni,tu'u,0,2
17731,tu'urjesni,tu'u-jesni,jesni,1,2
17732,tubyti'u,tub-ti'u,tub,0,2
17733,tubyti'u,tub-ti'u,ti'u,1,2
17734,tugysi'u,tug-si'u,tug,0,2
17735,tugysi'u,tug-si'u,si'u,1,2
17736,tuksle,tuk-sle,tuk,0,2
17737,tuksle,tuk-sle,sle,1,2
17738,tulcko,tul-cko,tul,0,2
17739,tulcko,tul-cko,cko,1,2
17740,tulcti,tul-cti,tul,0,2
17741,tulcti,tul-cti,cti,1,2
17742,tupyga'u,tup-ga'u,tup,0,2
17743,tupyga'u,tup-ga'u,ga'u,1,2
17744,tupygapru,tup-gapru,tup,0,2
17745,tupygapru,tup-gapru,gapru,1,2
17746,tulpinxe,tul-pinxe,tul,0,2
17747,tulpinxe,tul-pinxe,pinxe,1,2
17748,tumcau,tum-cau,tum,0,2
17749,tumcau,tum-cau,cau,1,2
17750,tumdesku,tum-desku,tum,0,2
17751,tumdesku,tum-desku,desku,1,2
17752,tumplita,tum-plita,tum,0,2
17753,tumplita,tum-plita,plita,1,2
17754,tundra,tun-dra,tun,0,2
17755,tundra,tun-dra,dra,1,2
17756,tungau,tun-gau,tun,0,2
17757,tungau,tun-gau,gau,1,2
17758,tunguska,tun-guska,tun,0,2
17759,tunguska,tun-guska,guska,1,2
17760,tunterfratoi,tun-ter-fra-toi,tun,0,4
17761,tunterfratoi,tun-ter-fra-toi,ter,1,4
17762,tunterfratoi,tun-ter-fra-toi,fra,2,4
17763,tunterfratoi,tun-ter-fra-toi,toi,3,4
17764,tunvra,tun-vra,tun,0,2
17765,tunvra,tun-vra,vra,1,2
17766,tunzu'e,tun-zu'e,tun,0,2
17767,tunzu'e,tun-zu'e,zu'e,1,2
17768,tupcurnu,tup-curnu,tup,0,2
17769,tupcurnu,tup-curnu,curnu,1,2
17770,tupcutci,tup-cutci,tup,0,2
17771,tupcutci,tup-cutci,cutci,1,2
17772,tupyga'u,tup-ga'u,tup,0,2
17773,tupyga'u,tup-ga'u,ga'u,1,2
17774,tupygapru,tup-gapru,tup,0,2
17775,tupygapru,tup-gapru,gapru,1,2
17776,turska,tur-ska,tur,0,2
17777,turska,tur-ska,ska,1,2
17778,tutske,tut-ske,tut,0,2
17779,tutske,tut-ske,ske,1,2
17780,tutytu'a,tut-tu'a,tut,0,2
17781,tutytu'a,tut-tu'a,tu'a,1,2
17782,turzba,tur-zba,tur,0,2
17783,turzba,tur-zba,zba,1,2
17784,tutytu'a,tut-tu'a,tut,0,2
17785,tutytu'a,tut-tu'a,tu'a,1,2
17786,vaxyba'u,vax-ba'u,vax,0,2
17787,vaxyba'u,vax-ba'u,ba'u,1,2
17788,vacmurse,vac-murse,vac,0,2
17789,vacmurse,vac-murse,murse,1,2
17790,vacpru,vac-pru,vac,0,2
17791,vacpru,vac-pru,pru,1,2
17792,vacysai,vac-sai,vac,0,2
17793,vacysai,vac-sai,sai,1,2
17794,vaicre,vai-cre,vai,0,2
17795,vaicre,vai-cre,cre,1,2
17796,vajba'u,vaj-ba'u,vaj,0,2
17797,vajba'u,vaj-ba'u,ba'u,1,2
17798,vaikla,vai-kla,vai,0,2
17799,vaikla,vai-kla,kla,1,2
17800,vairci'a,vai-ci'a,vai,0,2
17801,vairci'a,vai-ci'a,ci'a,1,2
17802,vairfrica,vai-frica,vai,0,2
17803,vairfrica,vai-frica,frica,1,2
17804,vairselfi'i,vai-sel-fi'i,vai,0,3
17805,vairselfi'i,vai-sel-fi'i,sel,1,3
17806,vairselfi'i,vai-sel-fi'i,fi'i,2,3
17807,vairxu'a,vai-xu'a,vai,0,2
17808,vairxu'a,vai-xu'a,xu'a,1,2
17809,vaivla,vai-vla,vai,0,2
17810,vaivla,vai-vla,vla,1,2
17811,vaizma,vai-zma,vai,0,2
17812,vaizma,vai-zma,zma,1,2
17813,vajba'u,vaj-ba'u,vaj,0,2
17814,vajba'u,vaj-ba'u,ba'u,1,2
17815,vajnuzba,vaj-nuzba,vaj,0,2
17816,vajnuzba,vaj-nuzba,nuzba,1,2
17817,vajrai,vaj-rai,vaj,0,2
17818,vajrai,vaj-rai,rai,1,2
17819,valkrakemba'uslepoimi'u,val-kra-kem-ba'u-sle-poi-mi'u,val,0,7
17820,valkrakemba'uslepoimi'u,val-kra-kem-ba'u-sle-poi-mi'u,kra,1,7
17821,valkrakemba'uslepoimi'u,val-kra-kem-ba'u-sle-poi-mi'u,kem,2,7
17822,valkrakemba'uslepoimi'u,val-kra-kem-ba'u-sle-poi-mi'u,ba'u,3,7
17823,valkrakemba'uslepoimi'u,val-kra-kem-ba'u-sle-poi-mi'u,sle,4,7
17824,valkrakemba'uslepoimi'u,val-kra-kem-ba'u-sle-poi-mi'u,poi,5,7
17825,valkrakemba'uslepoimi'u,val-kra-kem-ba'u-sle-poi-mi'u,mi'u,6,7
17826,valkrakemyzunsnami'u,val-kra-kem-zun-sna-mi'u,val,0,6
17827,valkrakemyzunsnami'u,val-kra-kem-zun-sna-mi'u,kra,1,6
17828,valkrakemyzunsnami'u,val-kra-kem-zun-sna-mi'u,kem,2,6
17829,valkrakemyzunsnami'u,val-kra-kem-zun-sna-mi'u,zun,3,6
17830,valkrakemyzunsnami'u,val-kra-kem-zun-sna-mi'u,sna,4,6
17831,valkrakemyzunsnami'u,val-kra-kem-zun-sna-mi'u,mi'u,5,6
17832,vamselne'u,vam-sel-ne'u,vam,0,3
17833,vamselne'u,vam-sel-ne'u,sel,1,3
17834,vamselne'u,vam-sel-ne'u,ne'u,2,3
17835,vanjba,van-jba,van,0,2
17836,vanjba,van-jba,jba,1,2
17837,vanjikru,van-jikru,van,0,2
17838,vanjikru,van-jikru,jikru,1,2
17839,vanselminra,van-sel-minra,van,0,3
17840,vanselminra,van-sel-minra,sel,1,3
17841,vanselminra,van-sel-minra,minra,2,3
17842,vansiclei,van-sic-lei,van,0,3
17843,vansiclei,van-sic-lei,sic,1,3
17844,vansiclei,van-sic-lei,lei,2,3
17845,vanynei,van-nei,van,0,2
17846,vanynei,van-nei,nei,1,2
17847,varcinta,var-cinta,var,0,2
17848,varcinta,var-cinta,cinta,1,2
17849,vardarska,var-dar-ska,var,0,3
17850,vardarska,var-dar-ska,dar,1,3
17851,vardarska,var-dar-ska,ska,2,3
17852,vardirsna,var-dir-sna,var,0,3
17853,vardirsna,var-dir-sna,dir,1,3
17854,vardirsna,var-dir-sna,sna,2,3
17855,varjei,var-jei,var,0,2
17856,varjei,var-jei,jei,1,2
17857,varki'evinji,var-ki'e-vinji,var,0,3
17858,varki'evinji,var-ki'e-vinji,ki'e,1,3
17859,varki'evinji,var-ki'e-vinji,vinji,2,3
17860,varmuvmi'i,var-muv-mi'i,var,0,3
17861,varmuvmi'i,var-muv-mi'i,muv,1,3
17862,varmuvmi'i,var-muv-mi'i,mi'i,2,3
17863,varselclu,var-sel-clu,var,0,3
17864,varselclu,var-sel-clu,sel,1,3
17865,varselclu,var-sel-clu,clu,2,3
17866,varsenta,var-senta,var,0,2
17867,varsenta,var-senta,senta,1,2
17868,vardaski,var-daski,var,0,2
17869,vardaski,var-daski,daski,1,2
17870,varsle,var-sle,var,0,2
17871,varsle,var-sle,sle,1,2
17872,varsoi,var-soi,var,0,2
17873,varsoi,var-soi,soi,1,2
17874,varxamsi,var-xamsi,var,0,2
17875,varxamsi,var-xamsi,xamsi,1,2
17876,varzunsna,var-zun-sna,var,0,3
17877,varzunsna,var-zun-sna,zun,1,3
17878,varzunsna,var-zun-sna,sna,2,3
17879,vasta'u,vas-ta'u,vas,0,2
17880,vasta'u,vas-ta'u,ta'u,1,2
17881,vasta'u,vas-ta'u,vas,0,2
17882,vasta'u,vas-ta'u,ta'u,1,2
17883,vatcni,vat-cni,vat,0,2
17884,vatcni,vat-cni,cni,1,2
17885,vatska,vat-ska,vat,0,2
17886,vatska,vat-ska,ska,1,2
17887,vatygau,vat-gau,vat,0,2
17888,vatygau,vat-gau,gau,1,2
17889,vaurgau,vau-gau,vau,0,2
17890,vaurgau,vau-gau,gau,1,2
17891,vaxnabmi,vax-nabmi,vax,0,2
17892,vaxnabmi,vax-nabmi,nabmi,1,2
17893,vaxsenta,vax-senta,vax,0,2
17894,vaxsenta,vax-senta,senta,1,2
17895,vaxtu'o,vax-tu'o,vax,0,2
17896,vaxtu'o,vax-tu'o,tu'o,1,2
17897,vaxtu'upau,vax-tu'u-pau,vax,0,3
17898,vaxtu'upau,vax-tu'u-pau,tu'u,1,3
17899,vaxtu'upau,vax-tu'u-pau,pau,2,3
17900,vaxycau,vax-cau,vax,0,2
17901,vaxycau,vax-cau,cau,1,2
17902,vaxygapci,vax-gapci,vax,0,2
17903,vaxygapci,vax-gapci,gapci,1,2
17904,vaxyke'a,vax-ke'a,vax,0,2
17905,vaxyke'a,vax-ke'a,ke'a,1,2
17906,vaxyvelru'e,vax-vel-ru'e,vax,0,3
17907,vaxyvelru'e,vax-vel-ru'e,vel,1,3
17908,vaxyvelru'e,vax-vel-ru'e,ru'e,2,3
17909,vazyjbe,vaz-jbe,vaz,0,2
17910,vazyjbe,vaz-jbe,jbe,1,2
17911,vazyki'u,vaz-ki'u,vaz,0,2
17912,vazyki'u,vaz-ki'u,ki'u,1,2
17913,vefsfa,vef-sfa,vef,0,2
17914,vefsfa,vef-sfa,sfa,1,2
17915,vefydji,vef-dji,vef,0,2
17916,vefydji,vef-dji,dji,1,2
17917,veirci'a,vei-ci'a,vei,0,2
17918,veirci'a,vei-ci'a,ci'a,1,2
17919,veitci,vei-tci,vei,0,2
17920,veitci,vei-tci,tci,1,2
17921,velbarja,vel-barja,vel,0,2
17922,velbarja,vel-barja,barja,1,2
17923,velbe'e,vel-be'e,vel,0,2
17924,velbe'e,vel-be'e,be'e,1,2
17925,velbinryve'u,vel-binr-ve'u,vel,0,3
17926,velbinryve'u,vel-binr-ve'u,binr,1,3
17927,velbinryve'u,vel-binr-ve'u,ve'u,2,3
17928,velci'e,vel-ci'e,vel,0,2
17929,velci'e,vel-ci'e,ci'e,1,2
17930,velcki,vel-cki,vel,0,2
17931,velcki,vel-cki,cki,1,2
17932,velcki,vel-cki,vel,0,2
17933,velcki,vel-cki,cki,1,2
17934,velcku,vel-cku,vel,0,2
17935,velcku,vel-cku,cku,1,2
17936,velcro,vel-cro,vel,0,2
17937,velcro,vel-cro,cro,1,2
17938,veljbe,vel-jbe,vel,0,2
17939,veljbe,vel-jbe,jbe,1,2
17940,velji'a,vel-ji'a,vel,0,2
17941,velji'a,vel-ji'a,ji'a,1,2
17942,velji'i,vel-ji'i,vel,0,2
17943,velji'i,vel-ji'i,ji'i,1,2
17944,veljinku,vel-jinku,vel,0,2
17945,veljinku,vel-jinku,jinku,1,2
17946,velju'o,vel-ju'o,vel,0,2
17947,velju'o,vel-ju'o,ju'o,1,2
17948,veljvi,vel-jvi,vel,0,2
17949,veljvi,vel-jvi,jvi,1,2
17950,veljvo,vel-jvo,vel,0,2
17951,veljvo,vel-jvo,jvo,1,2
17952,velkanji,vel-kanji,vel,0,2
17953,velkanji,vel-kanji,kanji,1,2
17954,velkemprema'e,vel-kem-pre-ma'e,vel,0,4
17955,velkemprema'e,vel-kem-pre-ma'e,kem,1,4
17956,velkemprema'e,vel-kem-pre-ma'e,pre,2,4
17957,velkemprema'e,vel-kem-pre-ma'e,ma'e,3,4
17958,velkla,vel-kla,vel,0,2
17959,velkla,vel-kla,kla,1,2
17960,velklali'i,vel-kla-li'i,vel,0,3
17961,velklali'i,vel-kla-li'i,kla,1,3
17962,velklali'i,vel-kla-li'i,li'i,2,3
17963,velma'e,vel-ma'e,vel,0,2
17964,velma'e,vel-ma'e,ma'e,1,2
17965,velma'ekla,vel-ma'e-kla,vel,0,3
17966,velma'ekla,vel-ma'e-kla,ma'e,1,3
17967,velma'ekla,vel-ma'e-kla,kla,2,3
17968,velma'epre,vel-ma'e-pre,vel,0,3
17969,velma'epre,vel-ma'e-pre,ma'e,1,3
17970,velma'epre,vel-ma'e-pre,pre,2,3
17971,velma'erai,vel-ma'e-rai,vel,0,3
17972,velma'erai,vel-ma'e-rai,ma'e,1,3
17973,velma'erai,vel-ma'e-rai,rai,2,3
